MPH,RPM,Throttle ,Load,Gear
69,2625,19,24,6
69,2625,19,24,6
69,2625,19,24,6
69,2625,19,24,6
69,2625,19,24,6
69,2625,19,24,6
69,2625,19,24,6
69,2625,19,24,6
69,2625,19,24,6
69,2625,20,24,6
69,2625,20,26,6
69,2625,20,26,6
69,2625,22,26,6
69,2625,22,34,6
69,2625,22,34,6
69,2625,22,34,6
69,2625,23,44,6
69,2625,23,44,6
69,2625,23,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,42,6
69,2625,22,38,6
69,2625,22,38,6
69,2625,22,38,6
69,2625,23,42,6
69,2625,23,42,6
69,2625,23,42,6
69,2625,23,42,6
69,2625,23,44,6
69,2625,23,44,6
69,2625,18,44,6
69,2625,18,38,6
69,2625,18,38,6
69,2625,18,38,6
69,2625,17,38,6
69,2625,17,12,6
69,2625,17,12,6
69,2625,17,12,6
69,2625,23,46,6
69,2625,23,46,6
69,2625,23,46,6
69,2625,25,58,6
69,2625,25,58,6
69,2625,25,58,6
69,2625,25,58,6
69,2625,25,56,6
69,2625,25,56,6
69,2625,25,56,6
69,2625,24,48,6
69,2625,24,48,6
69,2625,24,48,6
69,2625,22,40,6
69,2625,22,40,6
69,2625,22,40,6
69,2625,22,40,6
69,2625,22,40,6
69,2625,22,40,6
69,2625,22,40,6
69,2625,22,40,6
69,2625,22,40,6
69,2625,22,40,6
69,2625,22,40,6
69,2625,22,40,6
69,2625,22,40,6
69,2625,22,40,6
69,2625,23,44,6
69,2625,23,44,6
69,2625,23,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,22,44,6
69,2625,20,44,6
69,2625,20,32,6
69,2625,20,32,6
69,2625,20,32,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,23,30,6
69,2625,23,30,6
69,2625,23,30,6
69,2625,24,30,6
69,2625,24,56,6
69,2625,24,56,6
69,2625,24,56,6
69,2625,24,54,6
69,2625,24,54,6
69,2625,24,54,6
69,2625,24,54,6
69,2625,24,54,6
69,2625,24,54,6
69,2625,24,54,6
69,2625,24,52,6
69,2625,24,52,6
69,2625,24,52,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,23,46,6
69,2625,23,46,6
69,2625,23,46,6
69,2625,20,46,6
69,2625,20,34,6
69,2625,20,34,6
69,2625,20,34,6
69,2625,16,34,6
69,2625,16,12,6
69,2625,16,12,6
69,2625,16,12,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,20,14,6
72,2625,20,14,6
72,2625,20,14,6
72,2625,23,14,6
69,2625,23,44,6
69,2625,23,44,6
69,2625,23,44,6
69,2625,23,46,6
69,2625,23,46,6
69,2625,23,46,6
69,2625,25,46,6
72,2625,25,46,6
72,2625,25,46,6
72,2625,25,46,6
72,2625,25,56,6
72,2625,25,56,6
72,2625,25,56,6
72,2625,24,54,6
72,2625,24,54,6
72,2625,24,54,6
72,2625,22,54,6
69,2625,22,46,6
69,2625,22,46,6
69,2625,22,46,6
69,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,22,42,6
72,2625,25,42,6
72,2625,25,58,6
72,2625,25,58,6
72,2625,25,58,6
72,2625,25,58,6
72,2625,25,58,6
72,2625,25,58,6
72,2625,25,58,6
72,2625,25,58,6
72,2625,25,58,6
72,2750,30,58,6
72,2750,30,72,6
72,2750,30,72,6
72,2750,30,72,6
72,2750,30,68,6
72,2750,30,68,6
72,2750,30,68,6
72,2750,30,68,6
72,2750,30,68,6
72,2750,30,68,6
72,2750,30,68,6
72,2750,30,68,6
72,2750,30,68,6
72,2750,30,68,6
72,2750,29,68,6
72,2750,29,64,6
72,2750,29,64,6
72,2750,29,64,6
72,2750,29,66,6
72,2750,29,66,6
72,2750,29,66,6
72,2750,33,70,6
72,2750,33,70,6
72,2750,33,70,6
72,2750,33,70,6
72,2750,34,72,6
72,2750,34,72,6
72,2750,34,72,6
72,2750,28,72,6
72,2750,28,72,6
72,2750,28,72,6
72,2750,19,72,6
72,2750,19,20,6
72,2750,19,20,6
72,2750,19,20,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,18,10,6
72,2750,18,10,6
72,2750,18,10,6
72,2750,19,10,6
72,2750,19,20,6
72,2750,19,20,6
72,2750,19,20,6
72,2750,19,20,6
72,2750,19,20,6
72,2750,19,20,6
72,2750,19,20,6
72,2750,19,20,6
72,2750,19,20,6
72,2750,19,20,6
72,2750,17,20,6
72,2750,17,20,6
72,2625,17,20,6
72,2625,16,20,6
72,2625,16,10,6
72,2625,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2750,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,17,10,6
72,2625,17,10,6
72,2625,17,10,6
72,2625,21,10,6
69,2625,21,30,6
69,2625,21,30,6
69,2625,21,30,6
69,2625,21,34,6
72,2625,21,34,6
72,2625,21,34,6
72,2625,20,32,6
72,2625,20,32,6
72,2625,20,32,6
72,2625,20,32,6
72,2625,20,30,6
72,2625,20,30,6
72,2625,20,30,6
72,2625,20,30,6
72,2625,20,30,6
72,2625,20,30,6
72,2625,20,30,6
72,2625,20,28,6
72,2625,20,28,6
72,2625,16,28,6
72,2625,16,28,6
72,2625,16,28,6
72,2625,16,28,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,18,16,6
69,2625,18,16,6
69,2625,18,16,6
69,2625,20,22,6
69,2625,20,22,6
69,2625,20,22,6
69,2625,20,22,6
69,2625,20,28,6
69,2625,20,28,6
69,2625,20,28,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,28,6
69,2625,20,28,6
69,2625,20,28,6
69,2625,21,28,6
69,2625,21,32,6
69,2625,21,32,6
69,2625,21,32,6
69,2625,21,36,6
69,2625,21,36,6
69,2625,21,36,6
69,2625,23,36,6
72,2625,23,44,6
72,2625,23,44,6
72,2625,23,44,6
72,2625,23,42,6
72,2625,23,42,6
72,2625,23,42,6
72,2625,23,44,6
72,2625,23,44,6
72,2625,23,44,6
72,2625,25,44,6
72,2625,25,54,6
72,2625,25,54,6
72,2750,25,54,6
72,2750,25,56,6
72,2750,25,56,6
72,2750,25,56,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
75,2750,24,50,6
75,2750,24,50,6
75,2750,24,50,6
75,2750,24,48,6
75,2750,24,48,6
75,2750,24,48,6
75,2750,24,48,6
75,2750,24,48,6
75,2750,24,48,6
75,2750,24,48,6
75,2750,24,48,6
75,2750,24,48,6
75,2750,24,48,6
75,2750,24,48,6
75,2750,24,48,6
75,2750,24,48,6
75,2750,24,48,6
75,2750,24,46,6
75,2750,24,46,6
75,2750,23,46,6
75,2750,23,44,6
75,2750,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,44,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
78,2875,23,44,6
78,2875,23,44,6
78,2875,23,44,6
78,2875,23,44,6
75,2875,23,42,6
75,2875,23,42,6
75,2875,23,42,6
78,2875,23,42,6
78,2875,23,42,6
78,2875,23,42,6
78,2875,23,42,6
78,2875,23,42,6
78,2875,23,42,6
78,2875,23,42,6
78,2875,23,42,6
78,2875,23,42,6
78,2875,23,42,6
78,2875,23,42,6
78,2875,23,42,6
78,2875,23,42,6
78,2875,23,44,6
78,2875,23,44,6
78,2875,24,44,6
78,2875,24,44,6
78,2875,24,44,6
78,2875,24,44,6
78,2875,24,44,6
75,2875,24,46,6
75,2875,24,46,6
75,2875,23,46,6
75,2875,23,44,6
78,2875,23,44,6
78,2875,23,44,6
78,2875,23,44,6
78,2875,23,44,6
78,2875,23,44,6
78,2875,23,44,6
78,2875,23,42,6
78,2875,23,42,6
78,2875,22,42,6
78,2875,22,40,6
78,2875,22,40,6
78,2875,22,40,6
78,2875,23,40,6
75,2875,23,38,6
75,2875,23,38,6
75,2875,22,38,6
78,2875,22,36,6
78,2875,22,36,6
78,2875,22,36,6
75,2875,22,36,6
75,2875,22,36,6
75,2875,22,36,6
75,2875,22,36,6
78,2875,22,36,6
78,2875,22,36,6
78,2875,22,36,6
75,2875,22,36,6
75,2875,22,36,6
75,2875,21,36,6
75,2875,21,34,6
75,2875,21,34,6
75,2875,21,34,6
75,2875,22,34,6
75,2875,22,34,6
75,2875,22,34,6
75,2875,22,34,6
75,2875,22,34,6
75,2875,22,34,6
75,2875,22,34,6
75,2875,22,36,6
75,2875,22,36,6
75,2875,22,36,6
75,2875,22,38,6
75,2875,22,38,6
75,2875,22,38,6
75,2875,21,38,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,22,36,6
75,2875,22,36,6
75,2875,22,36,6
75,2875,21,36,6
75,2875,21,36,6
75,2875,21,36,6
75,2875,21,36,6
75,2875,21,30,6
75,2875,21,30,6
75,2875,21,30,6
75,2875,21,30,6
75,2875,21,30,6
75,2875,21,30,6
75,2875,21,30,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,30,6
75,2875,21,30,6
75,2875,21,30,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,21,32,6
75,2875,23,32,6
75,2875,23,36,6
75,2875,23,36,6
75,2875,23,36,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,48,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,24,50,6
75,2875,25,54,6
75,2875,25,54,6
75,2875,25,54,6
75,2875,25,54,6
75,2875,25,54,6
75,2875,25,54,6
75,2875,25,54,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,54,6
75,2875,25,54,6
75,2875,25,54,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,54,6
75,2875,25,54,6
75,2875,25,54,6
75,2875,25,54,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,54,6
75,2875,25,54,6
75,2875,25,54,6
75,2875,26,58,6
75,2875,26,58,6
75,2875,26,58,6
75,2875,25,58,6
75,2875,25,58,6
75,2875,25,58,6
75,2875,25,58,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,58,6
75,2875,25,58,6
75,2875,25,58,6
75,2875,25,58,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,25,56,6
75,2875,24,56,6
75,2875,24,52,6
75,2875,24,52,6
75,2875,24,52,6
75,2875,22,52,6
75,2875,22,48,6
75,2875,22,48,6
75,2750,16,48,6
75,2750,16,34,6
75,2750,16,34,6
75,2750,16,34,6
75,2750,16,10,6
75,2750,16,10,6
75,2875,16,10,6
75,2875,16,10,6
75,2875,16,10,6
75,2875,16,10,6
75,2750,18,10,6
75,2750,18,18,6
75,2750,18,18,6
75,2750,18,18,6
75,2750,19,26,6
75,2750,19,26,6
75,2750,19,26,6
75,2750,21,26,6
72,2750,21,32,6
72,2750,21,32,6
72,2750,21,32,6
72,2750,21,32,6
75,2750,21,32,6
75,2750,21,32,6
75,2750,20,30,6
72,2750,20,30,6
72,2750,20,30,6
72,2750,18,30,6
72,2750,18,24,6
72,2750,18,24,6
72,2750,18,24,6
72,2750,16,12,6
72,2750,16,12,6
72,2750,16,12,6
72,2750,17,12,6
72,2750,17,10,6
72,2750,17,10,6
72,2750,18,10,6
72,2750,18,16,6
72,2750,18,16,6
72,2750,18,16,6
72,2750,18,16,6
72,2750,18,16,6
72,2750,18,16,6
72,2750,22,18,6
72,2750,22,18,6
72,2750,22,18,6
72,2750,23,44,6
72,2750,23,44,6
72,2750,23,44,6
72,2750,25,44,6
72,2750,25,50,6
72,2750,25,50,6
72,2750,25,50,6
72,2750,24,56,6
72,2750,24,56,6
72,2750,24,56,6
72,2750,23,56,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,23,46,6
72,2750,25,46,6
72,2750,25,60,6
72,2750,25,60,6
72,2750,26,60,6
72,2750,26,60,6
72,2750,26,60,6
72,2750,26,60,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,48,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2625,24,50,6
72,2625,24,50,6
72,2625,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,24,50,6
72,2750,22,50,6
72,2750,22,46,6
72,2750,22,46,6
72,2750,18,46,6
72,2750,18,32,6
72,2750,18,32,6
72,2750,18,32,6
72,2625,16,32,6
72,2625,16,14,6
72,2750,16,14,6
72,2750,16,14,6
72,2750,16,10,6
72,2750,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,16,10,6
72,2625,20,10,6
72,2625,20,12,6
72,2625,20,12,6
72,2625,20,12,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,30,6
69,2625,20,28,6
69,2625,20,28,6
69,2625,20,28,6
69,2625,18,18,6
69,2625,18,18,6
69,2625,18,18,6
69,2625,16,18,6
69,2625,16,10,6
69,2625,16,10,6
69,2625,18,10,6
69,2625,18,16,6
69,2625,18,16,6
69,2625,18,16,6
69,2625,18,18,6
69,2625,18,18,6
69,2625,18,18,6
69,2625,18,18,6
69,2625,18,20,6
69,2625,18,20,6
69,2625,18,20,6
69,2625,18,20,6
69,2625,18,20,6
69,2625,18,20,6
69,2625,18,20,6
69,2625,18,20,6
69,2625,18,20,6
69,2625,18,20,6
69,2625,18,20,6
69,2625,18,20,6
69,2625,18,20,6
69,2625,15,10,6
69,2625,15,10,6
69,2625,15,10,6
69,2625,24,10,6
69,2625,24,24,6
69,2625,24,24,6
69,2625,24,24,6
69,2625,25,52,6
69,2625,25,52,6
69,2625,25,52,6
69,2625,26,58,6
69,2625,26,58,6
69,2625,26,58,6
69,2625,26,58,6
69,2625,26,62,6
69,2625,26,62,6
69,2625,26,62,6
69,2625,25,54,6
69,2625,25,54,6
69,2625,25,54,6
69,2625,25,54,6
69,2625,25,54,6
69,2625,25,54,6
69,2625,26,54,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,26,60,6
69,2625,25,60,6
69,2625,25,56,6
69,2625,25,56,6
69,2625,25,56,6
69,2625,25,56,6
69,2625,25,56,6
69,2625,25,56,6
69,2625,24,56,6
69,2625,24,52,6
69,2625,24,52,6
69,2625,24,52,6
69,2625,24,48,6
69,2625,24,48,6
69,2625,24,48,6
69,2625,23,46,6
69,2625,23,46,6
69,2625,23,46,6
69,2625,23,46,6
69,2625,23,44,6
69,2625,23,44,6
69,2625,23,44,6
69,2625,22,46,6
69,2625,22,46,6
69,2625,22,46,6
69,2625,23,46,6
69,2625,23,46,6
69,2625,23,46,6
69,2625,23,46,6
69,2625,23,44,6
69,2625,23,44,6
69,2625,23,44,6
69,2625,24,52,6
69,2625,24,52,6
69,2625,24,52,6
69,2625,24,52,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,25,54,6
69,2625,25,54,6
69,2625,25,54,6
69,2625,24,56,6
69,2625,24,56,6
69,2625,24,56,6
69,2625,24,56,6
69,2625,24,54,6
69,2625,24,54,6
69,2625,24,54,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,50,6
69,2625,24,48,6
69,2625,24,48,6
69,2625,24,48,6
69,2625,24,48,6
69,2625,24,48,6
69,2625,24,48,6
69,2625,21,38,6
69,2625,21,38,6
69,2625,21,38,6
69,2625,18,38,6
69,2625,18,24,6
69,2625,18,24,6
69,2500,18,24,6
69,2500,15,10,6
69,2500,15,10,6
69,2500,15,10,6
69,2500,21,10,6
69,2500,21,26,6
69,2500,21,26,6
69,2500,21,26,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,21,36,6
69,2500,21,36,6
66,2500,21,36,6
66,2500,21,36,6
66,2500,21,36,6
66,2500,21,36,6
66,2500,21,36,6
66,2500,21,36,6
66,2500,21,36,6
66,2500,21,36,6
66,2500,21,36,6
66,2500,22,36,6
66,2500,22,38,6
66,2500,22,38,6
66,2500,21,38,6
66,2500,21,40,6
66,2500,21,40,6
66,2500,21,40,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,21,38,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,22,44,6
66,2500,25,44,6
66,2500,25,60,6
